zone,hhsex,AREAH,PRODQ,OWNTYPE1,EXT1,IRRG,FERT,D21B,woreda_id,id
6,Male,.007111,.11163,Owner,No,No,No,0,91,1738
4,Male,.010669,.900215,Owner,Yes,No,Yes,26.9,56,1739
1,Male,.008842,.43943,Owner,No,No,No,0,3,1740
1,Female,.114164,2.79701,Owner,No,No,No,0,3,1741
14,Male,.09468,1.9929215,Owner,No,No,No,0,207,1742
14,Female,.325292,0,Owner,No,No,No,0,207,1743
4,Male,.000342,.00711,Owner,No,No,Yes,0,56,1744
5,Male,.165372,2.11676,Rent,No,No,No,0,72,1745
13,Male,.24708,0,Owner,No,No,Yes,4,195,1746
13,Male,.118012,.8981864000000001,Rent,No,No,No,0,195,1747
18,Male,.00648,.552078,Owner,No,No,No,0,228,1748
19,Male,.123145,0,Owner,Yes,No,Yes,50,237,1749
10,Male,.068704,.7007810000000001,Owner,No,No,No,0,154,1750
1,Male,.00183,.02581,Owner,No,No,No,0,3,1751
7,Male,.308625,5.12317,Rent,No,No,Yes,15,107,1752
1,Male,.003316,0,Owner,No,No,Yes,0,3,1753
1,Male,.028813,.70591,Owner,No,No,No,0,3,1754
17,Male,.06534,0,Owner,No,No,No,0,217,1755
13,Male,.274845,0,Owner,No,No,No,0,195,1756
17,Female,.402142,1.72921,Owner,No,No,Yes,13,217,1757
19,Male,.254834,4.56152,Owner,No,No,Yes,141.67,237,1758
13,Female,.140865,2.97225,Owner,No,No,No,0,195,1759
18,Male,.034712,1.01706,Owner,No,No,No,0,228,1760
13,Male,.008465,0,Owner,No,No,No,0,195,1761
18,Male,.002409,.205211,Owner,No,No,No,0,228,1762
1,Male,.014953,0,Rent,No,No,Yes,0,3,1763
13,Male,.017056,.148383,Owner,No,No,No,0,195,1764
2,Male,.372958,4.32632,Owner,No,No,No,0,20,1765
6,Male,.167009,1.16907,Owner,No,No,No,0,91,1766
2,Male,.001027,0,Owner,No,No,Yes,0,20,1767
13,Male,.143179,0,Owner,No,No,No,0,195,1768
6,Female,.018643,.3188,Rent,No,No,No,0,91,1769
19,Male,.002718,.195354,Owner,No,No,No,0,237,1770
6,Male,.000531,.0102,Owner,No,No,No,0,91,1771
13,Male,.005852,0,Owner,No,No,Yes,0,195,1772
5,Male,.198005,2.53446,Owner,No,No,Yes,100,72,1773
3,Male,.044728,1.56994,Owner,No,No,Yes,16,36,1774
14,Male,.584443,14.4942,Owner,No,No,No,0,207,1775
17,Male,.419774,9.19305,Owner,No,No,Yes,25,217,1776
13,Male,.006643,.14016,Owner,No,No,No,0,195,1777
19,Female,.579959,19.31262,Owner,No,No,No,0,237,1778
4,Male,.571622,8.57433,Owner,No,No,No,0,56,1779
19,Male,.21606,2.35505,Owner,No,No,Yes,30.77,237,1780
13,Male,.079783,1.2127,Owner,No,No,No,0,195,1781
18,Male,.130546,1.44906,Rent,No,No,No,0,228,1782
3,Female,.00092,.066095,Owner,Yes,No,No,0,36,1783
4,Male,.018138,.31016,Owner,No,No,Yes,0,56,1784
13,Male,.216622,1.64871,Owner,No,No,No,0,195,1785
18,Male,.039187,.40833,Owner,No,No,No,0,228,1786
19,Male,.736229,24.51643,Owner,No,No,Yes,3.57,237,1787
18,Male,.001791,0,Owner,No,No,No,0,228,1788
9,Male,.026328,.6581900000000001,Owner,No,No,Yes,0,142,1789
14,Male,.151508,6.060309999999999,Owner,No,No,No,0,207,1790
10,Male,.044209,.450929,Owner,No,No,Yes,5,154,1791
13,Female,.010439,0,Owner,No,No,No,0,195,1792
4,Male,.217826,3.72483,Owner,No,No,No,0,56,1793
13,Male,.024661,.4882799999999999,Owner,No,No,Yes,0,195,1794
6,Male,.045092,.70794,Owner,No,No,Yes,0,91,1795
13,Male,.000203,0,Owner,No,No,No,0,195,1796
13,Male,.050092,0,Owner,No,No,Yes,100,195,1797
4,Male,.070946,0,Owner,No,No,No,0,56,1798
19,Male,.240059,4.34507,Rent,No,No,Yes,50,237,1799
18,Male,.135926,0,Owner,No,No,No,0,228,1800
5,Male,.000621,.015548,Owner,No,No,Yes,0,72,1801
13,Female,.228671,5.510969999999999,Owner,No,No,Yes,11.6,195,1802
19,Female,1.101325,36.67411,Owner,No,No,Yes,50,237,1803
2,Male,.002928,.210435,Owner,No,No,Yes,0,20,1804
8,Male,.062745,.434193,Owner,No,No,No,0,118,1805
17,Male,.091405,2.06575,Owner,No,No,No,0,217,1806
3,Male,.171032,1.101443,Owner,No,No,No,0,36,1807
9,Male,.053642,.7563500000000001,Owner,No,No,Yes,0,142,1808
7,Male,.569231,9.44924,Rent,No,No,No,0,107,1809
10,Male,.008642,0,Owner,No,No,Yes,5,154,1810
19,Male,.34745,11.77854,Rent,No,No,Yes,15,237,1811
1,Male,.023773,0,Rent,No,No,No,0,3,1812
5,Male,.7023200000000001,15.31057,Owner,No,No,No,0,72,1813
13,Female,.012978,0,Owner,No,No,Yes,0,195,1814
2,Male,.149338,4.6892,Owner,No,No,Yes,0,20,1815
13,Male,.065056,1.19703,Owner,No,No,Yes,2,195,1816
4,Female,.174978,2.48468,Owner,No,No,No,0,56,1817
9,Male,.02858,.51158,Owner,No,No,Yes,0,142,1818
6,Male,.000405,0,Owner,No,No,No,0,91,1819
13,Male,.255894,0,Owner,No,No,No,0,195,1820
4,Male,.296796,1.3059,Rent,Yes,No,Yes,32.13,56,1821
13,Male,.249109,0,Owner,No,No,No,0,195,1822
8,Female,.043586,.09589,Owner,No,No,No,0,118,1823
3,Male,.000282,.00655,Owner,No,No,No,0,36,1824
3,Male,.002582,.152922,Owner,No,No,No,0,36,1825
14,Male,.002035,0,Owner,No,No,No,0,207,1826
2,Male,.004455,.159237,Owner,No,No,Yes,2.8,20,1827
13,Male,.000105,.014174,Owner,No,No,Yes,0,195,1828
10,Male,.001266,.019538,Owner,No,No,Yes,10,154,1829
2,Male,.021207,0,Rent,No,No,No,0,20,1830
4,Male,.099079,5.775343,Rent,Yes,No,Yes,3.06,56,1831
4,Male,.328869,0,Owner,No,No,No,0,56,1832
1,Male,.012507,0,Owner,No,No,No,0,3,1833
18,Male,.038294,.61654,Owner,No,No,No,0,228,1834
9,Male,.044071,.2468,Owner,No,No,No,0,142,1835
8,Male,.120187,.72112,Owner,No,Yes,Yes,0,118,1836
4,Male,.333844,2.87106,Rent,Yes,No,Yes,55,56,1837
4,Male,.029421,.59135,Owner,No,No,Yes,.99,56,1838
13,Male,.014079,0,Owner,No,No,No,0,195,1839
18,Male,.016557,.17385,Owner,No,No,No,0,228,1840
19,Male,.140706,4.68551,Rent,No,No,Yes,25,237,1841
14,Male,1.033888,41.3555,Owner,No,No,No,0,207,1842
4,Male,.014409,.12392,Owner,No,No,Yes,0,56,1843
19,Female,.014379,0,Owner,Yes,No,Yes,30,237,1844
19,Male,.089151,1.07873,Rent,Yes,No,Yes,110.89,237,1845
6,Male,.027476,.41488,Owner,No,No,Yes,30,91,1846
14,Male,.107106,2.2544794,Owner,No,No,No,0,207,1847
7,Male,.186051,3.08844,Owner,No,No,Yes,10,107,1848
18,Male,.081412,.512078,Owner,No,No,No,0,228,1849
18,Male,.025088,.5644899999999999,Owner,No,No,No,0,228,1850
8,Male,.10948,.863795,Owner,No,No,Yes,0,118,1851
5,Male,.001892,.0159047,Owner,No,No,No,0,72,1852
13,Male,.178988,1.362276,Owner,No,No,Yes,0,195,1853
7,Male,.035005,.12952,Owner,No,No,No,0,107,1854
1,Male,.066864,.420572,Owner,No,No,No,0,3,1855
1,Female,.022317,1.543696,Owner,No,No,No,0,3,1856
6,Male,.022765,.26407,Owner,No,No,Yes,0,91,1857
13,Female,.128659,.9792244,Owner,No,No,Yes,0,195,1858
19,Female,.083134,1.42158,Owner,No,No,Yes,94.04000000000001,237,1859
18,Male,.062555,0,Owner,No,No,No,0,228,1860
13,Male,.24678,4.09654,Owner,No,No,Yes,0,195,1861
19,Male,.004791,.092996,Owner,No,No,No,0,237,1862
19,Male,.219825,4.22064,Owner,No,No,Yes,25,237,1863
8,Male,.009138,1.27584,Owner,No,No,No,0,118,1864
7,Female,.193961,.32973,Owner,No,No,No,0,107,1865
2,Male,.028379,.14757,Owner,No,No,Yes,9999.999,20,1866
1,Male,.062022,4.290044,Owner,No,No,No,0,3,1867
2,Female,.527004,8.115860000000001,Owner,No,No,No,0,20,1868
1,Male,.064021,1.56851,Owner,No,No,No,0,3,1869
7,Male,.513843,8.52979,Owner,No,No,No,0,107,1870
7,Female,.082637,.47103,Owner,No,No,No,0,107,1871
13,Male,.05638,.94718,Owner,No,No,No,0,195,1872
17,Male,.021833,.1703,Owner,No,No,Yes,25,217,1873
6,Male,.02841,.58524,Owner,No,No,No,0,91,1874
8,Male,.016362,0,Owner,No,No,No,0,118,1875
4,Male,.081156,.77098,Owner,No,No,Yes,0,56,1876
8,Male,.02579,.533844,Owner,No,No,No,0,118,1877
9,Male,.00169,0,Owner,No,No,No,0,142,1878
1,Female,.007922,.1117,Owner,No,No,No,0,3,1879
7,Male,.027592,0,Rent,No,No,No,0,107,1880
14,Male,.012064,0,Owner,No,No,No,0,207,1881
19,Male,.005214,0,Owner,No,No,No,0,237,1882
1,Male,.033463,0,Owner,No,No,No,0,3,1883
17,Male,.209775,5.78979,Owner,No,No,No,0,217,1884
3,Male,.204146,1.314697,Rent,No,No,No,0,36,1885
1,Male,.013024,0,Owner,No,No,No,0,3,1886
18,Male,.247761,5.57461,Owner,No,No,No,0,228,1887
7,Male,.412664,6.85022,Owner,No,No,Yes,35,107,1888
19,Male,.333633,6.40575,Owner,No,No,Yes,8.4,237,1889
2,Male,.162264,5.0951,Owner,No,No,No,0,20,1890
7,Female,.005362,0,Owner,No,No,No,0,107,1891
18,Male,.025214,.158593,Owner,No,No,No,0,228,1892
4,Male,.184471,2.30589,Owner,No,No,Yes,9.9,56,1893
1,Male,.020708,0,Owner,No,No,No,0,3,1894
18,Male,.023806,0,Owner,No,No,No,0,228,1895
9,Male,.108229,.6807599999999999,Owner,No,No,No,0,142,1896
14,Male,.383731,15.34925,Owner,No,No,No,0,207,1897
1,Male,.07658,1.89917,Owner,No,No,Yes,0,3,1898
18,Male,.205867,6.855379999999999,Owner,No,No,No,0,228,1899
17,Male,.051884,0,Owner,No,No,No,0,217,1900
13,Male,.195831,3.25079,Rent,No,No,Yes,30.96,195,1901
13,Male,.00501,0,Owner,No,No,No,0,195,1902
1,Female,.001759,.121702,Owner,No,No,No,0,3,1903
19,Male,.083315,0,Owner,No,No,No,0,237,1904
4,Male,.001879,.306144,Owner,No,No,No,0,56,1905
13,Male,.258555,6.30874,Rent,No,No,Yes,61.92,195,1906
1,Male,.05615,1.56097,Owner,No,No,No,0,3,1907
3,Male,.035137,.368236,Owner,No,No,Yes,15,36,1908
4,Female,.012759,1.076614,Owner,No,No,Yes,0,56,1909
13,Male,.18449,0,Owner,No,No,Yes,15.48,195,1910
4,Male,.194922,2.92383,Owner,No,No,No,0,56,1911
7,Male,.006371,0,Owner,No,No,Yes,30,107,1912
1,Male,.213261,5.90734,Owner,No,No,Yes,0,3,1913
8,Male,.179843,1.65455,Owner,No,No,No,0,118,1914
17,Male,.413968,9.065909999999999,Owner,No,No,Yes,3,217,1915
4,Male,.027404,.38914,Owner,No,No,Yes,0,56,1916
6,Male,.012847,.26464,Owner,No,No,Yes,50,91,1917
4,Male,.385768,0,Owner,No,No,No,0,56,1918
8,Male,.044608,.09814,Owner,No,No,Yes,5,118,1919
1,Male,.034427,0,Owner,No,No,No,0,3,1920
3,Male,.221267,1.424962,Owner,No,No,No,0,36,1921
9,Male,.016895,.42236,Owner,No,No,Yes,0,142,1922
19,Male,.053118,0,Owner,No,No,No,0,237,1923
13,Female,.006912,0,Owner,No,No,Yes,0,195,1924
13,Female,.001487,.00625,Owner,No,No,Yes,0,195,1925
3,Male,.080998,.8488559999999999,Owner,No,No,No,0,36,1926
19,Male,.055023,.61075,Rent,No,No,No,0,237,1927
7,Female,.312793,1.78292,Owner,Yes,No,No,0,107,1928
18,Male,.216841,6.35344,Owner,No,No,No,0,228,1929
14,Male,.01334,0,Owner,No,No,No,0,207,1930
19,Male,.037044,.66308,Owner,No,No,Yes,25,237,1931
4,Male,.221595,3.32393,Owner,No,No,No,0,56,1932
13,Male,.042883,.78904,Owner,No,No,Yes,0,195,1933
9,Male,.029706,.74265,Owner,No,No,No,0,142,1934
1,Male,.091604,0,Owner,No,No,No,0,3,1935
6,Male,.004063,.01869,Owner,No,No,No,0,91,1936
3,Male,.165288,1.064452,Owner,No,No,No,0,36,1937
9,Male,.153456,.9652379999999999,Owner,No,No,No,0,142,1938
13,Male,.036273,.42076,Owner,No,No,Yes,0,195,1939
19,Male,.091851,1.57065,Owner,No,No,No,0,237,1940
19,Male,.156202,1.96814,Owner,No,No,Yes,25,237,1941
13,Female,.056177,.70221,Owner,No,No,No,0,195,1942
14,Male,.162359,1.75347,Owner,No,No,No,0,207,1943
19,Male,.057279,0,Owner,No,No,Yes,1.4,237,1944
9,Male,.019951,.49876,Owner,No,No,Yes,0,142,1945
7,Male,.061311,.34947,Owner,No,No,Yes,1,107,1946
1,Female,.252364,7.01571,Owner,No,No,No,0,3,1947
17,Male,.371683,8.139860000000001,Owner,No,No,Yes,75,217,1948
13,Male,.609482,10.90973,Owner,No,No,No,0,195,1949
1,Male,.012127,.7852440000000001,Owner,No,No,No,0,3,1950
7,Male,.348101,1.11392,Owner,No,No,Yes,65,107,1951
2,Male,.042696,.5764,Owner,No,No,Yes,9999.999,20,1952
1,Male,.041533,0,Owner,No,No,No,0,3,1953
13,Female,.127239,0,Owner,No,No,Yes,24,195,1954
9,Male,.214502,3.66798,Owner,No,No,No,0,142,1955
19,Male,.049867,.60338,Owner,No,No,Yes,83.53,237,1956
19,Male,.658931,11.92665,Rent,No,No,Yes,25,237,1957
9,Male,.052162,1.20494,Rent,No,No,No,0,142,1958
2,Male,1.451381,5.51525,Owner,No,No,Yes,50,20,1959
3,Male,.000847,.01964,Rent,No,No,No,0,36,1960
1,Male,.065786,3.26957,Owner,No,No,No,0,3,1961
18,Male,.062293,.8347300000000001,Owner,No,No,No,0,228,1962
8,Male,.042489,.335235,Owner,No,No,No,0,118,1963
19,Male,.388245,4.89188,Owner,No,No,Yes,16.67,237,1964
1,Male,.018385,1.559941,Owner,No,No,No,0,3,1965
17,Male,.125118,0,Owner,No,No,Yes,35,217,1966
10,Male,.005674,0,Owner,No,No,No,0,154,1967
14,Male,.059748,4.713531,Owner,No,No,No,0,207,1968
19,Male,.206865,7.01272,Owner,Yes,No,Yes,150,237,1969
3,Female,.004092,.09494,Owner,No,No,No,0,36,1970
2,Male,.003758,.026529,Owner,No,No,No,0,20,1971
7,Male,.050868,.09665,Owner,No,No,Yes,28,107,1972
13,Female,.243989,5.14818,Owner,No,No,No,0,195,1973
1,Male,.001811,.125271,Owner,No,No,No,0,3,1974
3,Male,.001407,.149423,Owner,No,No,No,0,36,1975
1,Male,.133621,6.640949999999999,Owner,No,No,No,0,3,1976
3,Male,.041346,.43414,Owner,No,No,No,0,36,1977
13,Male,.006505,0,Owner,No,No,Yes,0,195,1978
18,Male,.023115,.30975,Owner,No,No,No,0,228,1979
18,Male,.009161,0,Owner,No,No,No,0,228,1980
4,Male,.017198,.04127,Owner,No,No,No,0,56,1981
2,Male,.019529,.137874,Owner,No,No,No,0,20,1982
13,Male,.007371,.042311,Owner,No,No,Yes,0,195,1983
5,Male,.001243,0,Owner,No,No,Yes,0,72,1984
7,Female,.031165,.09038,Owner,No,No,Yes,10,107,1985
13,Male,.004655,0,Owner,No,No,Yes,8,195,1986
4,Female,.180975,3.7331603,Owner,No,No,No,0,56,1987
14,Female,.166868,3.5124106,Owner,No,No,No,0,207,1988
14,Male,.206284,4.342076,Owner,No,No,No,0,207,1989
19,Male,1.182101,21.39602,Owner,No,No,Yes,10,237,1990
4,Female,.086187,1.29281,Owner,No,No,No,0,56,1991
6,Male,.289633,0,Owner,No,No,No,0,91,1992
1,Male,.208393,1.310792,Owner,No,No,No,0,3,1993
6,Female,.015044,.16548,Owner,No,No,Yes,0,91,1994
2,Male,.082196,2.54807,Owner,No,No,No,0,20,1995
19,Female,.140129,4.6663,Owner,No,No,No,0,237,1996
18,Male,.190843,1.200401,Owner,No,No,No,0,228,1997
9,Female,.004364,0,Owner,No,No,Yes,0,142,1998
18,Male,.223189,1.69624,Owner,No,No,No,0,228,1999
17,Male,.005956,0,Owner,No,No,No,0,217,2000
3,Female,.001832,.144733,Owner,No,No,No,0,36,2001
7,Female,.179067,.89534,Owner,No,No,No,0,107,2002
13,Female,.379815,9.267489999999999,Rent,No,No,No,0,195,2003
4,Male,.177054,10.320457,Owner,No,No,No,0,56,2004
1,Male,.066301,0,Owner,No,No,No,0,3,2005
18,Male,.022269,0,Owner,No,No,No,0,228,2006
5,Male,.011043,0,Owner,No,No,No,0,72,2007
1,Female,.145047,.912342,Owner,No,No,No,0,3,2008
13,Male,.000282,.020341,Owner,No,No,Yes,0,195,2009
3,Male,.014817,.11853,Rent,No,No,No,0,36,2010
18,Male,.002976,.0226519,Owner,No,No,No,0,229,2011
3,Male,.005924,0,Owner,No,No,No,0,37,2012
1,Male,.038045,0,Owner,No,No,No,0,4,2013
19,Male,.207656,1.74431,Owner,No,No,Yes,50,238,2014
6,Male,.001546,0,Rent,No,No,Yes,0,92,2015
6,Male,.039859,.49027,Owner,No,No,Yes,0,92,2016
7,Male,.17136,4.33541,Owner,No,No,No,0,108,2017
14,Male,.07603,.28131,Owner,No,No,Yes,0,208,2018
6,Male,.169771,5.16102,Owner,No,No,No,0,92,2019
1,Male,.031874,0,Owner,No,No,No,0,4,2020
6,Male,.179561,0,Owner,No,No,No,0,92,2021
17,Female,.02982,2.219503,Owner,No,No,No,0,218,2022
1,Male,.008731,0,Owner,No,No,No,0,4,2023
18,Male,.1449,1.56492,Owner,No,No,No,0,229,2024
6,Male,.774147,8.128550000000001,Rent,No,No,Yes,50,92,2025
7,Male,.051052,0,Owner,No,No,No,0,108,2026
7,Male,.068684,1.4973,Owner,No,No,Yes,0,108,2027
5,Male,.282919,6.76177,Rent,No,No,Yes,75,73,2028
10,Male,.093381,8.131602000000001,Owner,No,No,No,0,155,2029
7,Male,.050153,.79742,Owner,No,No,No,0,108,2030
6,Male,.336621,5.01565,Owner,No,No,No,0,92,2031
11,Male,.6470399999999999,0,Owner,No,No,No,0,170,2032
7,Male,.424,8.7768,Owner,No,No,Yes,75,108,2033
1,Male,.021985,.20226,Owner,No,No,No,0,4,2034
9,Male,.068531,.358417,Owner,No,No,Yes,0,143,2035
6,Male,.265362,2.7863,Owner,No,No,No,0,92,2036
5,Male,.257891,7.37567,Owner,No,No,No,0,73,2037
1,Male,.016147,.16309,Owner,No,No,No,0,4,2038
18,Male,.003222,0,Owner,No,No,No,0,229,2039
18,Male,.403075,8.222719999999999,Owner,No,No,No,0,229,2040
3,Male,.031313,.44152,Owner,No,No,No,0,37,2041
2,Male,.131981,3.16754,Rent,No,No,No,0,21,2042
3,Male,.306763,10.52195,Owner,No,No,Yes,0,37,2043
8,Male,.265233,0,Owner,No,No,No,0,119,2044
7,Male,.032341,.8266289999999999,Owner,No,No,No,0,108,2045
8,Male,.113726,0,Owner,No,No,No,0,119,2046
7,Male,.05536,1.415014,Owner,No,No,No,0,108,2047
13,Female,.005161,.35417,Owner,No,No,Yes,0,196,2048
9,Male,.006855,0,Owner,No,Yes,Yes,0,143,2049
4,Male,.408403,14.53915,Owner,No,No,No,0,57,2050
13,Male,.191446,.72749,Rent,No,No,No,0,196,2051
7,Male,.171211,3.54406,Owner,No,No,Yes,30,108,2052
3,Male,.035121,.226178,Rent,Yes,No,Yes,50,37,2053
17,Male,.346352,14.26969,Owner,No,No,Yes,0,218,2054
3,Female,.094213,1.50741,Owner,No,No,No,0,37,2055
18,Male,.128629,.8360900000000001,Owner,No,No,No,0,229,2056
18,Male,.224941,6.815720000000001,Owner,No,No,Yes,0,229,2057
13,Male,.117476,.8941065,Owner,No,No,Yes,0,196,2058
19,Male,.018415,0,Owner,No,No,No,0,238,2059
4,Female,.038436,1.36833,Owner,No,No,Yes,0,57,2060
1,Male,.084555,1.36134,Owner,No,No,No,0,4,2061
13,Male,.001977,.037148,Owner,No,No,Yes,0,196,2062
18,Male,.245208,2.64825,Owner,No,No,No,0,229,2063
8,Male,.282302,4.46037,Owner,No,No,No,0,119,2064
2,Female,.000857,.030646,Owner,No,No,No,0,21,2065
7,Male,.038475,.76949,Owner,No,No,Yes,40,108,2066
1,Male,.010844,0,Owner,No,No,No,0,4,2067
11,Female,.103581,0,Owner,No,No,No,0,170,2068
7,Male,.050912,.84005,Owner,No,No,No,0,108,2069
18,Male,.03839,1.16321,Owner,No,No,No,0,229,2070
5,Male,.340083,0,Rent,No,No,No,0,73,2071
7,Male,.52051,2.96691,Rent,No,No,Yes,50,108,2072
19,Male,.129361,1.31948,Owner,No,No,Yes,33.33,238,2073
18,Male,.196181,2.11875,Owner,No,No,No,0,229,2074
5,Female,.217764,3.07047,Owner,No,No,No,0,73,2075
10,Male,.179223,0,Owner,No,No,No,0,155,2076
3,Male,.009592,.03645,Owner,No,No,No,0,37,2077
7,Male,.008459,.21654,Owner,No,No,No,0,108,2078
13,Male,.242822,1.74832,Rent,No,No,No,0,196,2079
7,Male,.569327,11.78506,Rent,No,No,Yes,10,108,2080
2,Male,.072936,1.75047,Owner,No,No,Yes,0,21,2081
18,Male,.221323,6.529030000000001,Owner,No,No,No,0,229,2082
6,Male,1.352356,0,Owner,No,No,Yes,10,92,2083
10,Male,.076551,.33682,Owner,No,No,No,0,155,2084
7,Male,.121714,2.51948,Owner,No,No,No,0,108,2085
5,Male,.01888,0,Rent,No,No,Yes,50,73,2086
3,Male,.294381,7.15347,Owner,No,No,No,0,37,2087
2,Male,.438657,7.01852,Owner,No,No,Yes,1.32,21,2088
6,Male,.008641,0,Owner,No,No,No,0,92,2089
7,Male,.073726,1.91688,Owner,No,No,No,0,108,2090
5,Male,.035013,0,Owner,No,No,No,0,73,2091
7,Male,.029311,0,Owner,Yes,No,Yes,10,108,2092
11,Female,.011936,0,Owner,No,No,No,0,170,2093
7,Male,.182765,2.59526,Owner,No,No,No,0,108,2094
9,Male,.087562,4.966508999999999,Owner,No,No,No,0,143,2095
2,Male,.090643,.9517599999999999,Rent,No,No,No,0,21,2096
5,Male,.45808,10.94812,Owner,No,No,Yes,100,73,2097
1,Male,.010844,0,Rent,No,No,Yes,50,4,2098
10,Male,.106153,0,Owner,No,No,No,0,155,2099
5,Male,.038871,0,Rent,No,No,No,0,73,2100
10,Male,.000999,.057418,Owner,No,No,No,0,155,2101
10,Male,.077178,6.720696,Owner,No,No,No,0,155,2102
18,Male,.073366,6.250813000000001,Owner,No,No,No,0,229,2103
5,Female,2.2191,19.9719,Rent,No,No,No,0,73,2104
17,Male,.014156,1.053645,Owner,No,No,Yes,2,218,2105
17,Male,.004288,0,Owner,No,No,Yes,75,218,2106
11,Male,.00578,.07283,Owner,No,No,No,0,170,2107
11,Male,.186321,4.471690000000001,Rent,No,No,No,0,170,2108
8,Male,.170739,2.25375,Owner,No,No,No,0,119,2109
3,Male,.00536,.531575,Rent,No,No,No,0,37,2110
13,Male,.092618,1.58377,Owner,No,No,Yes,46.75,196,2111
5,Male,.016332,0,Owner,No,No,No,0,73,2112
10,Male,.271985,1.8495,Owner,No,No,No,0,155,2113
9,Male,.008113,.02758,Owner,No,No,Yes,0,143,2114
7,Male,.008666,.22184,Owner,No,No,No,0,108,2115
11,Male,.166976,1.21892,Owner,No,No,No,0,170,2116
8,Male,.112637,2.68075,Owner,No,No,Yes,0,119,2117
6,Male,.446947,4.69295,Owner,No,No,No,0,92,2118
13,Female,.000195,.021975,Owner,No,No,Yes,0,196,2119
11,Male,.005181,0,Owner,No,No,No,0,170,2120
1,Female,.060122,.378165,Owner,No,No,No,0,4,2121
3,Male,.435563,15.07046,Owner,No,No,No,0,37,2122
7,Male,.03399,0,Rent,No,No,Yes,10,108,2123
14,Male,.385307,3.00539,Owner,No,No,No,0,208,2124
5,Male,.00729,0,Rent,No,No,Yes,100,73,2125
1,Male,.002327,.150642,Owner,No,No,No,0,4,2126
8,Male,.037784,0,Owner,No,No,Yes,25,119,2127
3,Male,.002046,0,Owner,No,No,Yes,0,37,2128
19,Female,.009148,.177567,Owner,No,No,No,0,238,2129
3,Male,.014529,.20485,Owner,No,No,No,0,37,2130
8,Male,.201452,4.79455,Owner,No,No,Yes,25,119,2131
19,Male,.067239,.6858299999999999,Owner,No,No,No,0,238,2132
5,Male,.114054,1.84767,Rent,No,No,No,0,73,2133
17,Male,.09173,2.88033,Owner,No,No,Yes,0,218,2134
4,Male,.103521,3.09529,Owner,No,No,Yes,0,57,2135
19,Male,.006905,0,Owner,No,No,Yes,3.8,238,2136
17,Male,.008248,.2150402,Owner,No,No,Yes,0,218,2137
11,Male,.153095,1.92899,Owner,Yes,No,Yes,50,170,2138
9,Male,.035501,2.013599,Owner,No,Yes,Yes,0,143,2139
2,Male,.008153,.0962,Rent,No,No,No,0,21,2140
13,Female,.037356,0,Owner,No,No,No,0,196,2141
10,Male,.405321,2.75619,Owner,No,No,No,0,155,2142
18,Male,.444606,13.24927,Owner,No,No,No,0,229,2143
19,Male,.00065,.054587,Owner,No,No,No,0,238,2144
17,Male,.050234,1.3097479,Owner,No,No,No,0,218,2145
14,Male,1.68151,25.39079,Owner,No,No,No,0,208,2146
7,Female,.35891,3.76855,Rent,No,No,Yes,250,108,2147
3,Male,.003834,.0322735,Owner,No,No,Yes,0,37,2148
17,Male,.10506,3.24634,Owner,No,No,No,0,218,2149
17,Male,.005521,0,Owner,No,No,Yes,0,218,2150
9,Male,.01463,.8298099999999999,Owner,No,No,Yes,0,143,2151
7,Male,.126624,2.5578,Owner,No,No,Yes,0,108,2152
3,Male,.001305,.111976,Owner,No,No,No,0,37,2153
18,Male,.013229,.14685,Owner,No,No,No,0,229,2154
18,Male,.07058,2.13857,Owner,No,No,Yes,0,229,2155
19,Male,.0164,2.185792,Owner,No,No,Yes,16.67,238,2156
2,Male,.002668,.095343,Owner,No,No,No,0,21,2157
19,Male,.053979,.6207499999999999,Owner,No,No,No,0,238,2158
5,Male,.178573,.9642899999999999,Owner,No,No,Yes,100,73,2159
11,Male,.14685,4.56703,Owner,Yes,No,No,0,170,2160
3,Male,.341899,4.47888,Owner,No,No,No,0,37,2161
8,Male,.127727,3.03991,Owner,No,No,Yes,20,119,2162
1,Male,.22025,1.27745,Owner,No,No,Yes,9.109999999999999,4,2163
2,Male,.001804,0,Owner,No,No,Yes,0,21,2164
17,Male,.001699,0,Owner,No,No,No,0,218,2165
8,Male,.13061,0,Owner,No,No,Yes,0,119,2166
1,Female,.015491,.12083,Owner,No,No,No,0,4,2167
9,Male,.038452,.4460499999999999,Owner,No,No,Yes,0,143,2168
6,Male,.261298,0,Rent,No,No,No,0,92,2169
9,Male,.014326,.074926,Owner,No,No,Yes,0,143,2170
19,Male,.046792,.60829,Owner,No,No,Yes,0,238,2171
7,Male,.083631,1.73117,Owner,No,No,No,0,108,2172
17,Male,.014301,0,Rent,No,No,No,0,218,2173
18,Male,.196863,4.01601,Owner,No,No,No,0,229,2174
2,Female,.328087,0,Rent,No,No,No,0,21,2175
6,Male,.158545,1.66473,Owner,No,No,No,0,92,2176
9,Male,.019765,0,Owner,No,Yes,No,0,143,2177
5,Male,.129036,3.69042,Owner,No,No,No,0,73,2178
7,Male,.144281,2.78462,Owner,No,No,Yes,10,108,2179
17,Male,.003421,.0891922,Owner,No,No,No,0,218,2180
18,Male,.13533,.851223,Owner,No,No,No,0,229,2181
4,Female,.006218,0,Owner,No,No,Yes,0,57,2182
6,Male,.120755,3.42944,Owner,No,No,No,0,92,2183
