zone,hhsex,AREAH,PRODQ,OWNTYPE1,EXT1,IRRG,FERT,D21B,woreda_id,id
19,Male,.262207,8.443070000000001,Owner,No,No,Yes,12,243,5509
9,Male,.000748,.130858,Owner,No,No,No,0,147,5510
17,Female,.010954,.316124,Owner,No,No,Yes,0,223,5511
6,Male,.150629,3.01258,Owner,No,No,No,0,97,5512
13,Female,.000344,.022769,Owner,No,No,No,0,201,5513
3,Male,.281072,9.8094,Owner,No,No,No,0,42,5514
10,Male,.012509,0,Owner,No,No,Yes,0,160,5515
1,Male,.062432,.48073,Owner,No,No,No,0,9,5516
18,Male,.013381,0,Owner,No,No,No,0,233,5517
13,Male,.180629,2.18561,Rent,No,No,Yes,50,201,5518
4,Male,.135441,1.58466,Owner,No,No,No,0,62,5519
14,Female,.004823,0,Owner,No,No,No,0,213,5520
10,Male,.082403,2.41441,Owner,No,No,Yes,0,160,5521
6,Male,.12066,.61536,Owner,No,No,No,0,97,5522
4,Female,.072752,1.5007246,Owner,No,No,No,0,62,5523
1,Male,.067971,1.94396,Owner,No,No,No,0,9,5524
10,Male,.011347,.13049,Owner,No,No,No,0,160,5525
13,Female,.207261,3.06746,Rent,No,No,Yes,30.5,201,5526
2,Male,.268078,2.57354,Rent,No,No,No,0,26,5527
5,Male,.000573,.04132,Owner,No,No,No,0,78,5528
10,Male,.001235,.01803,Owner,No,No,Yes,0,160,5529
10,Male,.062338,1.28416,Owner,No,No,No,0,160,5530
8,Female,.053953,.373351,Owner,Yes,Yes,Yes,0,124,5531
9,Male,.001519,.094886,Owner,No,No,No,0,147,5532
19,Male,.025681,0,Owner,No,No,Yes,0,243,5533
18,Male,.152171,4.53471,Owner,No,No,No,0,233,5534
2,Male,.045664,1.32426,Rent,Yes,No,Yes,150,26,5535
6,Male,.771396,0,Owner,No,No,No,0,97,5536
18,Male,.006056,.574677,Owner,No,No,No,0,233,5537
3,Female,.005694,0,Owner,No,No,No,0,42,5538
3,Male,.44857,0,Owner,No,No,No,0,42,5539
14,Male,.318224,6.698296999999999,Owner,No,No,No,0,213,5540
1,Female,.10092,1.20095,Owner,No,No,Yes,0,9,5541
9,Female,.135992,0,Owner,No,No,No,0,147,5542
9,Male,.167663,3.40356,Owner,No,No,Yes,0,147,5543
10,Female,.000694,.09319,Owner,No,No,Yes,0,160,5544
3,Male,.249442,0,Owner,No,No,No,0,42,5545
18,Male,.165505,3.475610000000001,Owner,No,No,No,0,233,5546
19,Female,.017217,0,Owner,No,No,Yes,0,243,5547
3,Female,.328435,11.46237,Owner,No,No,No,0,42,5548
1,Male,.031539,.17346,Owner,No,No,No,0,9,5549
19,Male,.00522,.101316,Owner,No,No,Yes,0,243,5550
17,Male,.17574,4.582062899999999,Owner,No,No,No,0,223,5551
4,Male,.327975,6.32992,Rent,No,No,Yes,4.5,62,5552
4,Male,.024062,.187446,Owner,No,No,No,0,62,5553
6,Male,.019971,.52125,Owner,No,No,Yes,0,97,5554
4,Male,.006322,0,Owner,No,No,No,0,62,5555
3,Male,.646824,22.57415,Owner,No,No,No,0,42,5556
9,Male,.092571,1.53668,Owner,No,No,No,0,147,5557
17,Male,.008276,.23884,Owner,No,No,No,0,223,5558
9,Male,.015882,.3224,Owner,No,No,No,0,147,5559
18,Male,.002746,0,Owner,No,No,Yes,15.5,233,5560
14,Male,.007533,.6598489999999999,Owner,No,No,Yes,0,213,5561
1,Male,.003113,.232345,Owner,No,No,No,0,9,5562
1,Male,.001407,0,Owner,No,No,No,0,9,5563
5,Male,.063681,.5352386,Owner,No,No,Yes,0,78,5564
10,Male,.006031,0,Owner,No,No,No,0,160,5565
1,Male,.001126,.095924,Owner,No,No,No,0,9,5566
4,Male,.005349,0,Owner,No,No,No,0,62,5567
5,Female,.198162,0,Owner,No,No,Yes,10,78,5568
14,Male,.007537,0,Owner,No,No,No,0,213,5569
18,Male,.017798,.231914,Owner,No,No,No,0,233,5570
4,Male,.20319,3.49487,Owner,No,No,No,0,62,5571
13,Male,.207166,3.06605,Owner,No,No,Yes,0,201,5572
10,Male,.023218,0,Owner,No,No,No,0,160,5573
4,Male,.032592,0,Owner,No,No,No,0,62,5574
10,Male,.055101,.29203,Owner,No,No,Yes,0,160,5575
17,Female,.286584,2.261149,Owner,No,No,No,0,223,5576
9,Male,.000529,.092633,Owner,No,No,No,0,147,5577
9,Male,.026945,1.528292,Owner,No,No,Yes,0,147,5578
10,Male,.051672,.527049,Owner,No,No,No,0,160,5579
6,Male,.041208,1.07553,Owner,No,No,No,0,97,5580
19,Male,.5230900000000001,1.77851,Owner,No,No,No,0,243,5581
6,Male,.294338,1.50112,Rent,No,No,Yes,0,97,5582
4,Male,.00509,0,Owner,No,No,No,0,62,5583
18,Male,.134401,1.88162,Owner,No,No,No,0,233,5584
3,Male,.068744,1.31301,Owner,No,No,No,0,42,5585
1,Male,.037719,.7958700000000001,Owner,No,No,No,0,9,5586
2,Male,.005699,.06326,Owner,No,No,Yes,0,26,5587
13,Male,.140653,1.70191,Owner,No,No,Yes,75,201,5588
1,Male,.09003,7.670533000000001,Owner,No,No,No,0,9,5589
17,Male,.01644,0,Owner,No,No,No,0,223,5590
4,Female,.02524,0,Owner,No,No,No,0,62,5591
6,Male,.469559,7.043380000000001,Rent,No,No,No,0,97,5592
13,Male,.003785,.250462,Owner,No,No,Yes,0,201,5593
13,Male,.03652,.9641299999999999,Owner,No,No,Yes,0,201,5594
4,Male,.004349,0,Rent,No,No,No,0,62,5595
18,Male,.19994,5.958209999999999,Owner,No,No,No,0,233,5596
13,Male,.003618,0,Owner,No,No,Yes,40,201,5597
6,Male,.054127,.66035,Owner,No,No,No,0,97,5598
2,Male,.421437,12.22167,Owner,No,No,No,0,26,5599
9,Male,.072251,.454459,Owner,No,No,No,0,147,5600
2,Male,.174755,1.31066,Owner,No,No,No,0,26,5601
18,Male,.143553,2.00974,Owner,No,No,No,0,233,5602
17,Male,.066174,0,Owner,No,No,No,0,223,5603
14,Male,.052746,4.620579,Owner,No,No,No,0,213,5604
2,Male,.178162,2.81496,Owner,No,No,No,0,26,5605
3,Female,.104869,3.65991,Owner,No,No,No,0,42,5606
13,Male,.106517,1.61906,Owner,No,No,No,0,201,5607
2,Male,.011792,.08844,Rent,No,No,No,0,26,5608
4,Male,.047204,.5994900000000001,Owner,No,No,No,0,62,5609
17,Female,.255972,0,Owner,No,No,No,0,223,5610
4,Male,.714534,13.7905,Owner,No,No,No,0,62,5611
2,Male,.175484,.71948,Owner,No,No,No,0,26,5612
18,Male,.072531,.43519,Owner,No,No,No,0,233,5613
10,Male,.118033,2.11278,Owner,No,No,No,0,160,5614
14,Male,.128732,2.7096727,Owner,No,No,No,0,213,5615
18,Male,.263518,5.085900000000001,Owner,No,No,No,0,233,5616
6,Male,.064969,.33134,Rent,No,No,Yes,0,97,5617
10,Male,.014925,.2761,Owner,No,No,Yes,0,160,5618
10,Male,.003092,.195698,Owner,No,No,No,0,160,5619
4,Male,.001516,.273839,Owner,No,No,Yes,0,62,5620
18,Male,.164762,1.036355,Owner,No,No,No,0,233,5621
2,Male,.00936,.119157,Rent,No,No,No,0,26,5622
14,Female,.357946,3.586619,Owner,No,No,Yes,0,213,5623
13,Male,.144247,2.13485,Rent,No,No,Yes,75,201,5624
4,Male,.044058,3.903515,Owner,No,No,Yes,0,62,5625
9,Male,.031085,.54088,Owner,No,No,No,0,147,5626
18,Male,.183565,2.55156,Owner,No,No,No,0,233,5627
9,Female,.126542,.45555,Owner,No,No,No,0,147,5628
18,Male,.0017,0,Owner,No,No,No,0,233,5629
18,Male,.010452,.12438,Rent,No,No,No,0,233,5630
10,Male,.002451,.304936,Owner,No,No,Yes,0,160,5631
4,Male,.055396,.431535,Owner,No,No,No,0,62,5632
18,Male,.002065,.175938,Owner,No,No,No,0,233,5633
13,Female,2.989349,44.24236000000001,Owner,No,No,No,0,201,5634
1,Male,.016888,.175972,Owner,No,No,Yes,0,9,5635
19,Female,.595235,4.10712,Owner,No,No,Yes,8,243,5636
4,Male,.00059,.049762,Owner,No,No,No,0,62,5637
1,Male,.003211,.272462,Owner,No,No,No,0,9,5638
18,Male,.19994,5.958209999999999,Owner,No,No,No,0,233,5639
9,Male,.026314,1.492502,Owner,No,No,No,0,147,5640
13,Male,.457295,6.76796,Rent,No,No,Yes,70,201,5641
19,Female,.014907,0,Owner,No,No,Yes,0,243,5642
18,Male,.002487,0,Owner,No,No,No,0,233,5643
13,Male,.379325,4.58983,Owner,No,No,Yes,50,201,5644
10,Male,.016044,0,Rent,No,No,No,0,160,5645
2,Male,.702272,20.08496,Rent,No,No,No,0,26,5646
3,Male,.374867,0,Owner,No,No,Yes,0,42,5647
6,Male,.317857,0,Owner,No,No,No,0,97,5648
4,Male,.239261,7.1539,Owner,No,No,No,0,62,5649
9,Male,.001752,.130849,Owner,No,No,No,0,147,5650
14,Male,.010497,1.067426,Rent,No,No,No,0,213,5651
1,Male,.004926,.030983,Rent,No,No,No,0,9,5652
19,Male,.024368,0,Owner,No,No,Yes,12,243,5653
9,Male,.104392,.34449,Owner,No,No,Yes,0,147,5654
19,Female,.094857,0,Owner,No,No,Yes,64,243,5655
6,Male,.131549,.6708999999999999,Owner,No,No,Yes,0,97,5656
9,Male,.565255,0,Owner,No,No,No,0,147,5657
17,Female,.216796,1.710518,Owner,No,No,Yes,0,223,5658
9,Male,.015659,.05167,Owner,No,No,No,0,147,5659
10,Male,.008244,.15251,Owner,No,No,Yes,0,160,5660
4,Male,.000382,0,Owner,No,No,No,0,62,5661
2,Male,.136982,3.97249,Owner,No,No,Yes,0,26,5662
6,Male,.053862,0,Rent,No,No,No,0,97,5663
5,Female,.007711,0,Owner,No,No,No,0,78,5664
2,Male,.126827,2.06729,Owner,No,No,No,0,26,5665
10,Male,.067262,1.3856,Owner,No,No,No,0,160,5666
2,Male,.065289,1.06421,Owner,No,No,No,0,26,5667
3,Male,.642992,4.140868,Owner,No,No,No,0,42,5668
19,Male,.006207,.446062,Owner,No,No,Yes,0,243,5669
4,Male,.149207,1.89493,Owner,No,No,No,0,62,5670
2,Male,.33316,7.12962,Owner,No,No,No,0,26,5671
10,Male,.014629,.30866,Owner,No,No,Yes,0,160,5672
2,Male,.005664,.072107,Owner,No,No,Yes,0,26,5673
5,Male,.794977,17.33049,Owner,No,No,No,0,78,5674
18,Male,.012575,.26533,Owner,No,No,No,0,233,5675
5,Male,.018888,0,Rent,No,No,No,0,78,5676
18,Male,.221158,2.63178,Owner,No,No,No,0,233,5677
4,Male,.163884,3.16296,Owner,No,No,No,0,62,5678
17,Male,1.355467,0,Owner,No,No,Yes,0,223,5679
13,Male,.139874,.5874699999999999,Rent,No,No,No,0,201,5680
18,Male,.086016,2.64928,Owner,No,No,No,0,233,5681
10,Male,.015384,.08153,Owner,No,No,Yes,0,160,5682
13,Male,.003948,0,Owner,No,No,No,0,201,5683
2,Male,.265991,4.33566,Owner,No,No,No,0,26,5684
10,Male,.000423,.062651,Rent,No,No,No,0,160,5685
1,Male,.004503,.35897,Owner,No,No,Yes,0,9,5686
2,Male,.30853,3.42468,Owner,No,No,No,0,26,5687
4,Male,.786696,4.87751,Owner,No,No,No,0,62,5688
14,Male,.024603,.35674,Owner,No,No,Yes,0,213,5689
4,Male,.447273,0,Owner,No,No,No,0,62,5690
10,Male,.004679,0,Rent,No,No,No,0,160,5691
1,Male,.031037,.18001,Owner,No,No,No,0,9,5692
3,Female,.282476,1.819146,Owner,No,No,No,0,42,5693
18,Female,.050676,.8006800000000001,Owner,No,No,No,0,233,5694
6,Female,.600554,0,Owner,No,No,No,0,97,5695
9,Male,.674828,0,Owner,No,No,No,0,147,5696
10,Male,.086825,1.60626,Owner,No,No,Yes,0,160,5697
4,Female,.001351,.02323,Owner,No,No,No,0,62,5698
13,Male,.232963,3.44786,Rent,No,No,Yes,7,201,5699
4,Male,.00069,.058213,Owner,No,No,No,0,62,5700
19,Male,.124019,4.539099999999999,Owner,No,No,Yes,0,243,5701
8,Male,.005367,.037139,Owner,Yes,Yes,No,0,124,5702
19,Male,.054949,0,Owner,No,No,Yes,12,243,5703
18,Male,.083006,1.60202,Owner,No,No,No,0,233,5704
10,Male,.049815,1.19556,Owner,No,No,No,0,160,5705
14,Male,.647958,0,Owner,No,No,No,0,213,5706
6,Male,.137547,2.06321,Owner,No,No,No,0,97,5707
18,Male,.091282,1.26882,Owner,No,No,No,0,233,5708
4,Male,.041627,.41252,Owner,No,No,No,0,62,5709
10,Male,.008682,0,Owner,No,No,No,0,160,5710
19,Female,.216014,1.4905,Owner,No,No,No,0,243,5711
4,Male,.012277,0,Rent,No,No,No,0,62,5712
10,Male,.000859,.054397,Owner,No,No,Yes,0,160,5713
6,Female,.313589,4.70384,Owner,No,No,No,0,97,5714
13,Male,.002899,.07654,Rent,No,No,Yes,57,201,5715
3,Male,.694416,24.23511,Owner,No,No,No,0,42,5716
13,Male,.227255,2.36345,Owner,No,No,Yes,15,201,5717
18,Male,.227243,1.429359,Owner,No,No,No,0,233,5718
14,Male,.006444,.5644980000000001,Owner,No,No,Yes,0,213,5719
17,Male,.32737,2.582951,Owner,No,No,No,0,223,5720
13,Male,.207248,2.5077,Owner,No,No,No,0,201,5721
1,Male,.093445,1.112,Owner,Yes,No,Yes,0,9,5722
10,Male,.017034,.0511,Owner,No,No,Yes,0,160,5723
17,Female,.013707,.395578,Owner,No,No,No,0,223,5724
17,Female,.063995,.34557,Owner,No,No,No,0,223,5725
4,Female,.021789,.4494613,Owner,No,No,Yes,0,62,5726
10,Male,.002825,0,Owner,No,No,No,0,160,5727
4,Male,.076786,1.48196,Owner,No,No,No,0,62,5728
2,Male,.019299,.245675,Owner,No,No,No,0,26,5729
9,Male,.018763,.06192,Owner,No,No,Yes,0,147,5730
10,Male,.001972,0,Owner,No,No,No,0,160,5731
13,Male,.237534,2.47036,Rent,No,No,Yes,21,201,5732
19,Female,.273519,.92996,Owner,Yes,No,Yes,180,243,5733
9,Male,.009318,0,Owner,No,No,No,0,147,5734
10,Male,.035306,.6107899999999999,Owner,No,No,No,0,160,5735
19,Male,.016921,0,Owner,No,No,No,0,243,5736
4,Male,.199981,3.55966,Owner,No,No,No,0,62,5737
3,Male,.48932,17.07725,Owner,No,No,Yes,0,42,5738
19,Male,.374407,2.58341,Owner,No,No,Yes,0,243,5739
3,Male,.033484,0,Rent,No,No,No,0,42,5740
5,Male,.016858,1.156782,Owner,No,No,Yes,0,78,5741
14,Male,.011774,0,Owner,No,No,No,0,213,5742
2,Male,.394667,4.38081,Owner,Yes,No,Yes,80,26,5743
19,Female,.176884,.60141,Owner,No,No,No,0,243,5744
19,Female,.008304,0,Owner,No,No,Yes,0,243,5745
6,Male,.260042,5.90296,Owner,No,No,No,0,97,5746
6,Male,.010651,0,Rent,No,No,No,0,97,5747
10,Male,.139409,.86433,Owner,No,No,Yes,0,160,5748
19,Male,.00074,.098627,Owner,No,No,Yes,0,243,5749
3,Male,.047176,.90107,Rent,No,No,No,0,42,5750
19,Male,.380098,12.23915,Rent,No,No,No,0,243,5751
18,Male,.080001,1.54401,Owner,No,No,No,0,233,5752
10,Male,.030754,.449,Owner,No,No,Yes,0,160,5753
4,Male,.019437,.151418,Owner,No,No,Yes,0,62,5754
10,Male,.003436,.217473,Owner,No,No,No,0,160,5755
3,Female,.001183,.04129,Owner,No,No,No,0,42,5756
19,Female,.020064,.389448,Owner,No,No,No,0,243,5757
18,Male,.272555,5.26032,Owner,No,No,No,0,233,5758
4,Male,.723301,0,Owner,No,No,No,0,62,5759
17,Male,.369237,5.28009,Rent,No,No,No,0,223,5760
10,Male,.025329,.45339,Owner,No,No,No,0,160,5761
19,Male,.034715,.24301,Owner,No,No,No,0,243,5762
2,Male,.194636,1.45977,Owner,No,No,No,0,26,5763
9,Male,.000928,.069303,Owner,No,Yes,No,0,147,5764
10,Male,.024908,.52555,Owner,No,No,Yes,0,160,5765
6,Male,.264548,6.90471,Owner,No,No,No,0,97,5766
5,Male,.0413,.9003399999999999,Owner,No,No,Yes,14,78,5767
17,Male,.004175,0,Owner,No,No,Yes,0,223,5768
4,Male,.206831,2.049696,Owner,No,No,Yes,0,62,5769
18,Male,.043664,.73356,Owner,No,No,No,0,233,5770
4,Female,.026959,.47987,Owner,No,No,No,0,62,5771
18,Male,.011846,0,Owner,No,No,No,0,233,5772
2,Male,.012192,.155209,Rent,No,No,No,0,26,5773
14,Male,.130078,.79348,Owner,No,No,No,0,213,5774
6,Male,.002531,.299916,Owner,No,No,Yes,0,97,5775
10,Male,.032742,.60573,Owner,No,No,Yes,0,160,5776
18,Male,.021221,0,Owner,No,No,No,0,233,5777
14,Male,.007376,0,Owner,No,No,No,0,213,5778
2,Male,.019871,0,Owner,No,No,Yes,0,26,5779
17,Male,.008976,.259035,Owner,No,No,Yes,0,223,5780
2,Male,.009034,0,Owner,No,No,No,0,26,5781
14,Male,.121,1.2584,Owner,No,No,No,0,213,5782
6,Male,.610556,0,Owner,No,No,No,0,97,5783
17,Female,.47874,12.4821976,Owner,No,No,No,0,223,5784
13,Male,.07763,0,Owner,No,No,Yes,0,201,5785
10,Male,.024358,.248452,Owner,No,No,Yes,0,160,5786
8,Male,.001554,0,Owner,No,No,No,0,124,5787
6,Male,.010267,0,Owner,No,No,No,0,97,5788
17,Male,.535033,13.9499268,Owner,No,No,No,0,223,5789
17,Female,1.451037,0,Owner,No,No,No,0,223,5790
10,Male,.013126,.06957,Owner,No,No,Yes,0,160,5791
9,Male,.025252,0,Owner,No,No,No,0,147,5792
13,Male,.217452,2.43546,Owner,No,No,Yes,25,201,5793
13,Male,.216772,4.22705,Owner,No,No,No,0,201,5794
2,Male,.14571,.5682699999999999,Owner,No,No,Yes,3.48,26,5795
2,Male,.474383,7.49525,Owner,No,No,No,0,26,5796
10,Male,.047112,1.53585,Owner,No,No,Yes,0,160,5797
19,Male,.162821,1.12347,Owner,No,No,No,0,243,5798
18,Male,.012819,0,Owner,No,No,No,0,233,5799
9,Male,.016137,.28078,Owner,No,No,No,0,147,5800
3,Male,.181418,4.58988,Owner,No,No,No,0,42,5801
13,Male,.091705,0,Owner,No,No,No,0,201,5802
13,Male,.216056,3.19763,Owner,No,No,Yes,75,201,5803
17,Male,.005181,0,Owner,No,No,Yes,0,223,5804
3,Male,.077547,2.70638,Owner,No,No,No,0,42,5805
1,Male,.003726,.278062,Owner,No,No,No,0,9,5806
10,Male,.01759,.36234,Owner,No,No,No,0,160,5807
18,Male,1.873185,11.782336,Rent,No,No,No,0,233,5808
2,Male,.124969,0,Owner,No,No,No,0,26,5809
10,Male,.01019,.14877,Owner,No,No,Yes,0,160,5810
9,Male,.096439,1.60089,Owner,No,No,No,0,147,5811
4,Male,.044949,.5259,Owner,No,No,No,0,62,5812
19,Male,.945412,6.523350000000001,Owner,No,No,Yes,16,243,5813
19,Female,.079024,2.89228,Owner,No,No,No,0,243,5814
17,Male,.01227,0,Owner,No,No,Yes,0,223,5815
18,Male,.0486,.62208,Owner,No,No,No,0,233,5816
9,Female,.002394,.178754,Owner,No,No,No,0,147,5817
19,Male,.000877,.03135,Owner,No,No,Yes,0,243,5818
9,Female,.006704,.02212,Owner,No,No,Yes,0,147,5819
14,Male,.225343,2.257933,Owner,No,No,Yes,0,213,5820
14,Female,.309629,6.5173739,Owner,No,No,No,0,213,5821
9,Male,.05105,.321101,Owner,No,No,Yes,0,147,5822
18,Female,.007027,.078838,Owner,No,No,No,0,233,5823
3,Female,.001574,.03809,Owner,No,No,No,0,42,5824
14,Male,.003211,.281264,Owner,No,No,Yes,0,213,5825
6,Male,.004036,.39707,Owner,No,No,Yes,0,97,5826
17,Female,.013882,0,Owner,No,No,Yes,0,223,5827
6,Male,.191277,4.99233,Owner,Yes,No,Yes,0,97,5828
4,Female,.354131,6.83472,Owner,No,No,No,0,62,5829
18,Male,.214037,1.346294,Owner,No,No,No,0,233,5830
19,Female,.006314,.8415300000000001,Owner,No,No,Yes,0,243,5831
10,Male,.010257,0,Owner,No,No,No,0,160,5832
13,Male,.297139,2.85253,Owner,No,No,No,0,201,5833
18,Male,.183372,0,Owner,No,No,No,0,233,5834
19,Male,.345897,3.21684,Owner,No,No,Yes,8,243,5835
2,Male,.022472,.286068,Owner,No,No,No,0,26,5836
10,Male,.000245,0,Owner,No,No,Yes,0,160,5837
17,Male,.030029,0,Owner,No,No,No,0,223,5838
4,Male,.054216,.6343300000000001,Rent,No,No,Yes,4.5,62,5839
14,Male,.11164,1.16105,Rent,No,No,Yes,20,213,5840
10,Male,.068812,1.65148,Owner,No,No,No,0,160,5841
19,Male,.000536,.071438,Owner,No,No,Yes,0,243,5842
13,Male,.1286,1.44032,Rent,No,No,Yes,25,201,5843
9,Female,.001644,.027438,Owner,No,No,Yes,0,147,5844
10,Male,.079172,6.894298,Owner,No,No,Yes,0,160,5845
14,Male,.011206,0,Owner,No,No,No,0,213,5846
18,Male,.098564,1.26162,Rent,No,No,No,0,233,5847
19,Female,.003272,0,Owner,No,No,Yes,0,243,5848
18,Male,.003801,.049531,Owner,No,No,No,0,233,5849
9,Male,.061508,0,Owner,No,No,No,0,147,5850
2,Male,.010847,1.046967,Owner,No,No,No,0,26,5851
4,Male,.03928,.8102767,Owner,No,No,Yes,0,62,5852
10,Male,.017555,1.528646,Owner,No,No,Yes,0,160,5853
6,Female,.000844,.099971,Owner,No,No,No,0,97,5854
14,Male,.534833,5.359031,Owner,No,No,Yes,0,213,5855
19,Male,.812246,2.76164,Owner,No,No,Yes,16,243,5856
19,Male,.161304,1.29043,Owner,No,No,No,0,243,5857
18,Male,.198193,1.246634,Rent,No,No,No,0,233,5858
9,Male,.001017,.077006,Owner,No,Yes,No,0,147,5859
10,Male,.004928,.09117,Owner,No,No,No,0,160,5860
6,Male,.7699780000000001,9.39373,Rent,No,No,No,0,97,5861
13,Male,.152126,1.46041,Owner,No,No,No,0,201,5862
19,Male,.307917,0,Rent,No,No,No,0,243,5863
4,Male,.005747,.03391,Owner,No,No,No,0,62,5864
2,Male,.019721,0,Owner,No,No,No,0,26,5865
3,Male,.063375,1.21046,Rent,No,No,No,0,42,5866
9,Female,.007588,.574523,Owner,No,No,Yes,0,147,5867
13,Male,.035487,0,Owner,No,No,No,0,201,5868
19,Male,.003017,.058562,Owner,No,No,No,0,243,5869
14,Male,.003121,0,Owner,No,No,Yes,0,213,5870
4,Male,.176572,3.40783,Owner,No,No,No,0,62,5871
18,Male,.236794,4.57012,Owner,No,No,No,0,233,5872
9,Male,.014419,6.768977,Owner,No,Yes,Yes,0,147,5873
10,Male,.05145,0,Owner,No,No,No,0,160,5874
9,Male,.012622,.16408,Owner,No,No,No,0,147,5875
19,Male,.135303,1.0283,Rent,No,No,Yes,57,243,5876
2,Male,.307847,2.46277,Rent,No,No,No,0,26,5877
6,Female,.174804,2.13261,Owner,No,No,Yes,0,97,5878
4,Male,.000462,.195991,Owner,No,No,No,0,62,5879
10,Female,.03743,1.31003,Owner,No,No,Yes,0,160,5880
9,Male,.167963,0,Owner,No,No,No,0,147,5881
19,Female,.404481,0,Owner,No,No,Yes,40,243,5882
9,Male,.004232,.01397,Owner,No,No,Yes,0,147,5883
1,Male,.174019,14.826423,Rent,No,No,No,0,9,5884
4,Female,.027966,.53975,Owner,No,No,No,0,62,5885
10,Male,.029015,0,Owner,No,No,No,0,160,5886
2,Male,.011369,0,Rent,No,No,No,0,26,5887
9,Male,.010783,.20271,Owner,No,No,No,0,147,5888
17,Female,.013173,0,Owner,No,No,Yes,0,223,5889
9,Male,.333651,6.27264,Owner,No,No,No,0,147,5890
14,Male,.059305,.53967,Owner,No,No,Yes,0,213,5891
6,Male,.014484,.17671,Owner,No,No,No,0,97,5892
8,Male,.005226,0,Owner,Yes,Yes,No,0,124,5893
4,Male,.177347,3.15677,Owner,No,No,No,0,62,5894
6,Male,.01052,0,Owner,No,No,No,0,97,5895
1,Male,.036715,.230936,Owner,No,No,Yes,0,9,5896
1,Female,.120525,1.43425,Owner,No,No,Yes,0,9,5897
9,Male,.367207,7.45429,Owner,No,No,No,0,147,5898
14,Female,.006426,.135262,Owner,No,No,No,0,213,5899
6,Male,.007735,.06342,Owner,No,No,No,0,97,5900
6,Male,.498555,0,Owner,No,No,No,0,97,5901
4,Male,.005452,0,Owner,No,No,No,0,62,5902
9,Male,.022226,0,Owner,No,No,No,0,147,5903
10,Male,.096674,2.32018,Owner,No,No,Yes,0,160,5904
2,Male,.016455,.4772,Owner,No,No,No,0,26,5905
10,Male,.001688,0,Owner,No,No,No,0,160,5906
17,Female,.010396,0,Owner,No,No,No,0,223,5907
18,Male,.21112,6.29137,Owner,No,No,No,0,233,5908
17,Male,.004338,0,Owner,No,No,No,0,223,5909
9,Male,.136837,.49261,Owner,No,No,No,0,147,5910
1,Male,.028434,.33836,Owner,No,No,No,0,9,5911
2,Male,.152759,0,Owner,No,No,No,0,26,5912
18,Male,.054365,.341957,Owner,No,No,No,0,233,5913
17,Female,1.268378,0,Owner,No,No,Yes,0,223,5914
10,Male,.017308,.3652,Owner,No,No,No,0,160,5915
2,Male,.362485,0,Owner,Yes,No,Yes,50,26,5916
18,Male,.00458,.341796,Owner,No,No,No,0,233,5917
19,Male,.103805,3.342540000000001,Owner,No,No,No,0,243,5918
19,Male,.10765,0,Owner,No,No,Yes,0,243,5919
19,Male,.00068,.09063,Owner,No,No,Yes,0,243,5920
6,Male,.129253,2.81772,Owner,No,No,No,0,97,5921
1,Male,.056878,.7411249999999999,Owner,No,No,No,0,9,5922
5,Male,.246564,1.50404,Owner,No,No,No,0,78,5923
4,Male,.007265,3.082016,Owner,No,No,No,0,62,5924
13,Female,.026047,.4167500000000001,Owner,Yes,No,Yes,37,201,5925
6,Male,.178372,1.46265,Owner,No,No,No,0,97,5926
5,Male,.001832,0,Owner,No,No,Yes,100,78,5927
1,Male,.563598,16.1189,Owner,No,No,No,0,9,5928
6,Male,.107351,0,Owner,No,No,No,0,97,5929
4,Male,.041055,.5214000000000001,Owner,No,No,No,0,62,5930
6,Male,.350474,0,Owner,No,No,No,0,97,5931
10,Female,.04083,.416466,Owner,No,No,No,0,160,5932
18,Male,.013672,0,Owner,No,No,No,0,233,5933
19,Male,.017103,0,Owner,No,No,Yes,0,243,5934
10,Male,.04252,.433699,Owner,No,No,Yes,0,160,5935
3,Male,.267486,1.722612,Owner,No,No,No,0,42,5936
19,Female,.00227,.00499,Owner,No,No,Yes,0,243,5937
19,Male,.04344,.45611,Owner,No,No,Yes,0,243,5938
4,Male,.009544,.805303,Owner,No,No,No,0,62,5939
13,Male,.218103,3.22792,Owner,No,No,No,0,201,5940
1,Male,.001369,.102157,Owner,No,No,No,0,9,5941
1,Male,.007669,.17409,Owner,No,No,Yes,0,9,5942
10,Male,.056114,.6453100000000001,Owner,No,No,Yes,0,160,5943
4,Male,.03858,.382331,Owner,No,No,No,0,62,5944
19,Male,.064531,.51625,Owner,No,No,Yes,24,243,5945
9,Male,.084238,1.39835,Owner,No,No,No,0,147,5946
10,Male,.061057,1.12955,Owner,No,No,No,0,160,5947
10,Male,.019283,.07713,Owner,No,No,No,0,160,5948
13,Male,.011395,.13788,Rent,No,No,No,0,201,5949
9,Female,.036396,2.064381,Owner,No,No,No,0,147,5950
19,Male,.007283,0,Owner,No,No,Yes,0,243,5951
9,Female,.000564,.009413,Owner,No,No,No,0,147,5952
10,Male,.000547,0,Owner,No,No,Yes,0,160,5953
2,Male,.001434,.018259,Owner,No,No,Yes,0,26,5954
1,Male,.087677,.73648,Owner,No,No,No,0,9,5955
13,Male,.042152,.8008900000000001,Owner,No,No,Yes,25,201,5956
10,Male,.027457,.50795,Owner,No,No,No,0,160,5957
4,Female,.113944,1.26477,Owner,No,No,No,0,62,5958
