admin3name,admin3_pcod,admin2_name,admin2_pcod,admin1_name,admin1_pcod,admin0_name,admin0_pcod,valid_on,version,lang,lat,long
Boloso Bombe,ET080108,Wolayita,ET0801,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,7.10783662,37.55273881
Damot Sore,ET080109,Wolayita,ET0801,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.94752396,37.66014262
Kindo Daddaye,ET080110,Wolayita,ET0801,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.78043536,37.32917053
Damot Pullasa,ET080111,Wolayita,ET0801,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,7.04709952,37.85987397
Duguna Fango,ET080112,Wolayita,ET0801,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.92148644,38.04990356
Sodo town,ET080113,Wolayita,ET0801,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.85650762,37.7586452
Areka town,ET080114,Wolayita,ET0801,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,7.06637125,37.70624975
Boditi town,ET080115,Wolayita,ET0801,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.95294328,37.86171416
Tebela town,ET080116,Wolayita,ET0801,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.70260466,37.77162139
Gesuba town,ET080117,Wolayita,ET0801,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.72693568,37.55104829
Gununo Hamus town,ET080118,Wolayita,ET0801,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.92658923,37.65460939
Hobicha Abaya,ET080119,Wolayita,ET0801,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.70628645,37.95209298
Kawo Koyesha,ET080120,Wolayita,ET0801,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.75872519,37.44027532
Abela Abaya,ET080121,Wolayita,ET0801,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.64670511,37.84582043
Bayera Koyesha,ET080122,Wolayita,ET0801,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.81436305,37.61465855
Bale Awassa town,ET080123,Wolayita,ET0801,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.91546323,37.54569921
Arba Minch town,ET080201,Gamo,ET0802,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.0397033,37.56300616
Arba Minch Zuria,ET080202,Gamo,ET0802,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,5.94904104,37.55902775
Birbir town,ET080203,Gamo,ET0802,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.2947858,37.77006937
Bonke,ET080204,Gamo,ET0802,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.12193681,37.33546995
Boreda,ET080205,Gamo,ET0802,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.52935987,37.65664339
Chencha town,ET080206,Gamo,ET0802,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.24383884,37.57768642
Chencha Zuriya,ET080207,Gamo,ET0802,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.23799545,37.56060095
Daramalo,ET080208,Gamo,ET0802,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.289604,37.29725309
Dita,ET080209,Gamo,ET0802,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.28390481,37.45465421
Gacho Baba,ET080210,Gamo,ET0802,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.08545134,37.42610889
Garda Marta,ET080211,Gamo,ET0802,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,5.8619373,37.07557672
Geressie,ET080212,Gamo,ET0802,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,5.87663865,37.2518581
Geressie town,ET080213,Gamo,ET0802,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,5.91474012,37.30653913
Kemba town,ET080214,Gamo,ET0802,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.05636045,37.17285137
Kemba Zuria,ET080215,Gamo,ET0802,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.10820986,37.18285258
Kogota /Ezo,ET080216,Gamo,ET0802,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.37023704,37.57664116
Kucha,ET080217,Gamo,ET0802,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.5008164,37.40951042
Kucha Alpha,ET080218,Gamo,ET0802,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.58769343,37.24977571
Mirab Abaya,ET080219,Gamo,ET0802,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.3179796,37.73509625
Selamber town,ET080220,Gamo,ET0802,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.47379182,37.45778252
Beto town,ET080301,Gofa,ET0803,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.05739369,36.88667834
Buleqi town,ET080302,Gofa,ET0803,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.27562464,36.81163793
Denba Gofa,ET080303,Gofa,ET0803,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.46410763,37.01208109
Gezei Gofa,ET080304,Gofa,ET0803,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.35982804,36.8066472
Laha town,ET080305,Gofa,ET0803,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.46776533,36.5861974
Melekoza,ET080306,Gofa,ET0803,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.47880898,36.59260453
Melo Gada,ET080307,Gofa,ET0803,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.60056938,36.83624205
O'yida,ET080308,Gofa,ET0803,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.19413732,36.81565307
Sawla town,ET080309,Gofa,ET0803,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.29414578,36.89087556
Uba Debre Tsehay,ET080310,Gofa,ET0803,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.06287381,36.87076845
Zala,ET080311,Gofa,ET0803,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.29100426,37.08350881
Basketo Special,ET080401,Basketo,ET0804,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.28161216,36.55932924
Laska town,ET080402,Basketo,ET0804,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.29863313,36.62276735
Baka Dawula,ET080501,Ari,ET0805,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,5.78394135,36.58629888
Gelila town,ET080504,Ari,ET0805,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.18015517,36.65761839
Jinka town,ET080506,Ari,ET0805,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,5.78255002,36.56781157
North Ari,ET080508,Ari,ET0805,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.17538329,36.64989963
South Ari,ET080511,Ari,ET0805,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,5.90109798,36.48769014
Wub Ari,ET080513,Ari,ET0805,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.06002009,36.62150978
Alle Special,ET080601,Alle Special,ET0806,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,5.56823314,37.16171782
Derashe,ET080701,Derashe,ET0807,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,5.65283544,37.3774723
Gidole town,ET080702,Derashe,ET0807,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,5.64574017,37.36673352
Amaro,ET080801,Kore,ET0808,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,5.78757428,37.81510175
Kele town,ET080802,Kore,ET0808,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,5.83283499,37.89539152
Kena,ET080901,Konso,ET0809,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,5.24672448,37.34805007
Karat Zuria,ET080902,Konso,ET0809,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,5.36707106,37.45178109
Karat town,ET080903,Konso,ET0809,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,5.33649505,37.44150498
Segen Zuria,ET080904,Konso,ET0809,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,5.49585085,37.55906679
Kolme,ET080905,Konso,ET0809,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,5.30457639,37.1577782
Burji,ET081001,Burji,ET0810,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,5.48153816,37.77680689
Wenago,ET081101,Gedeo,ET0811,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.28821387,38.2581132
Yirgachefe,ET081102,Gedeo,ET0811,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.1628404,38.19297273
Kochere,ET081103,Gedeo,ET0811,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.02905465,38.17425079
Bule,ET081104,Gedeo,ET0811,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.28423704,38.39391274
Dila Zuria,ET081105,Gedeo,ET0811,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.35411726,38.34202864
Gedeb,ET081106,Gedeo,ET0811,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,5.91611929,38.28648566
Rape,ET081107,Gedeo,ET0811,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.18616333,38.33803245
Churso,ET081108,Gedeo,ET0811,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.0637547,38.26851265
Dila town,ET081109,Gedeo,ET0811,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.40982822,38.30061242
Gedeb town,ET081110,Gedeo,ET0811,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,5.89926772,38.24794711
Yirgachefe town,ET081111,Gedeo,ET0811,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.15891324,38.20350764
Chelelektu town,ET081112,Gedeo,ET0811,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.00623821,38.15406727
Wonago town,ET081113,Gedeo,ET0811,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.31785486,38.25812146
Bena Tsemay,ET081201,South Omo,ET0812,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,5.45127955,36.66649263
Dasenech /Kuraz,ET081202,South Omo,ET0812,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,4.68465885,36.09077825
Hamer,ET081203,South Omo,ET0812,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,4.9552456,36.50254266
Malie,ET081204,South Omo,ET0812,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,5.76321882,36.88093849
Nyngatom,ET081205,South Omo,ET0812,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,5.24083743,35.97366707
Salamago,ET081206,South Omo,ET0812,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,5.95121939,36.16515041
Turmi town,ET081207,South Omo,ET0812,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,4.96758477,36.48585542
Anderacha,ET110101,Sheka,ET1101,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,7.73291262,35.46396512
Masha,ET110102,Sheka,ET1101,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,7.55629544,35.34015919
Yeki,ET110103,Sheka,ET1101,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,7.24920112,35.47372524
Tepi,ET110104,Sheka,ET1101,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,7.19559552,35.42062193
Masha town,ET110105,Sheka,ET1101,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,7.73628873,35.47199471
Saylem,ET110201,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,7.86656868,35.8014023
Gesha,ET110202,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,7.63262888,35.68797082
Gewata,ET110203,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,7.55640975,35.98020333
Gimbo,ET110204,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,7.3587003,36.22797795
Adiyio,ET110205,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,7.26206091,36.55247894
Tullo,ET110206,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,7.09847031,36.4567901
Cheta,ET110207,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,6.91091093,36.36719334
Decha,ET110208,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,7.12770492,36.14626683
Chena,ET110209,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,7.13242897,35.80577877
Bita,ET110210,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,7.37204939,35.67350151
Bonga town,ET110211,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,7.26960247,36.24392377
Goba (SW),ET110212,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,6.67479298,36.17906331
Shisho Ande,ET110213,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,7.34057976,35.93498365
Wacha town,ET110214,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,7.15367262,35.81736993
Deka town,ET110215,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,7.59073463,35.7565138
Awurada town,ET110216,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,7.2465929,36.12639821
Shishinda town,ET110217,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,7.21216127,35.89925748
Sheko,ET110301,Bench Sheko,ET1103,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,7.07501465,35.46634176
Gurafereda,ET110302,Bench Sheko,ET1103,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,6.89787219,35.1731997
Debub Bench,ET110303,Bench Sheko,ET1103,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,6.86887354,35.51682287
Shay Bench,ET110304,Bench Sheko,ET1103,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,6.90278184,35.75147724
Semen Bench,ET110305,Bench Sheko,ET1103,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,7.03344392,35.64117545
Gidi Bench,ET110306,Bench Sheko,ET1103,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,7.14987222,35.65712172
Mizan Aman town,ET110307,Bench Sheko,ET1103,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,6.96952742,35.56151906
Size town,ET110308,Bench Sheko,ET1103,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,6.95745102,35.77000359
Biftu town,ET110309,Bench Sheko,ET1103,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,6.89711345,35.29728106
Sheko town,ET110310,Bench Sheko,ET1103,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,7.04419358,35.49323978
Tocha,ET110401,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,7.14759786,36.99252089
Mareka,ET110402,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,7.04257838,37.19172229
Loma,ET110403,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,6.93232226,37.28453982
Gena,ET110404,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,7.23653177,37.27299767
Esara,ET110405,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,6.84511532,36.88959531
Kachi,ET110406,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,7.04324286,36.91637334
Tercha Zuriya,ET110407,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,7.13117175,37.15596403
Mari Mansa,ET110408,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,6.99741867,37.08817748
Disa,ET110409,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,6.75100876,37.11611703
Zabagazo,ET110410,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,7.10309008,37.37685236
Tercha town,ET110411,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,7.15055705,37.16926415
Gesa town,ET110412,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,7.01253824,37.27536747
Gachit,ET110501,West Omo,ET1105,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,6.72036914,35.7022446
Menit Goldiye,ET110502,West Omo,ET1105,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,6.81507337,35.95732384
Gori Gesha,ET110503,West Omo,ET1105,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,6.51659746,35.51901765
Menit Shasha,ET110504,West Omo,ET1105,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,6.46493602,35.86281346
Bero,ET110505,West Omo,ET1105,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,6.34277425,35.23859721
Surma,ET110506,West Omo,ET1105,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,5.90090925,35.25958989
Maji,ET110507,West Omo,ET1105,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,5.92670422,35.69826168
Bachuma town,ET110509,West Omo,ET1105,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,6.81566592,35.89644508
Jemu town,ET110510,West Omo,ET1105,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,6.64096864,35.78670725
Maji Tum town,ET110511,West Omo,ET1105,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,6.21006411,35.55379739
Konta Koysha,ET110601,Konta,ET1106,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,6.69492917,36.5128077
Chida town,ET110602,Konta,ET1106,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,7.16318697,36.80903323
Amaya town,ET110603,Konta,ET1106,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,7.08951009,36.66989421
Elahanchano,ET110604,Konta,ET1106,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,7.25186726,36.85669359
Ameya Zuria,ET110605,Konta,ET1106,South West Ethiopia,ET11,Ethiopia,ET,2021-12-14,v04,en,6.99471314,36.66813681
Akobo,ET120101,Nuwer,ET1201,Gambela,ET12,Ethiopia,ET,2021-12-14,v04,en,7.96437809,33.27162453
Lare,ET120102,Nuwer,ET1201,Gambela,ET12,Ethiopia,ET,2021-12-14,v04,en,8.34170632,33.9437696
Jikawo,ET120103,Nuwer,ET1201,Gambela,ET12,Ethiopia,ET,2021-12-14,v04,en,8.3459287,33.63178941
Wantawo,ET120104,Nuwer,ET1201,Gambela,ET12,Ethiopia,ET,2021-12-14,v04,en,8.31933316,33.31939387
Makuey,ET120105,Nuwer,ET1201,Gambela,ET12,Ethiopia,ET,2021-12-14,v04,en,8.21870541,33.71294753
Gambela National Park,ET120200,Agnewak,ET1202,Gambela,ET12,Ethiopia,ET,2021-12-14,v04,en,8.12222307,33.97795724
Abobo,ET120201,Agnewak,ET1202,Gambela,ET12,Ethiopia,ET,2021-12-14,v04,en,7.86269761,34.53327668
Gambela Zuria,ET120202,Agnewak,ET1202,Gambela,ET12,Ethiopia,ET,2021-12-14,v04,en,8.14776453,34.75127642
Gog,ET120203,Agnewak,ET1202,Gambela,ET12,Ethiopia,ET,2021-12-14,v04,en,7.61894848,34.28255955
Jore,ET120204,Agnewak,ET1202,Gambela,ET12,Ethiopia,ET,2021-12-14,v04,en,7.89708634,33.739484
Dima (GM),ET120205,Agnewak,ET1202,Gambela,ET12,Ethiopia,ET,2021-12-14,v04,en,7.00281082,34.68314098
Gambela town,ET120206,Agnewak,ET1202,Gambela,ET12,Ethiopia,ET,2021-12-14,v04,en,8.24599581,34.58860038
Godere,ET120301,Majang,ET1203,Gambela,ET12,Ethiopia,ET,2021-12-14,v04,en,7.24581884,35.2560507
Mengesh,ET120308,Majang,ET1203,Gambela,ET12,Ethiopia,ET,2021-12-14,v04,en,7.43710892,35.07982508
Itang,ET120407,Itang Special,ET1204,Gambela,ET12,Ethiopia,ET,2021-12-14,v04,en,8.34631482,34.21956724
Sofi,ET130101,Harari,ET1301,Harari,ET13,Ethiopia,ET,2021-12-14,v04,en,9.24365495,42.19137961
Shenkor,ET130102,Harari,ET1301,Harari,ET13,Ethiopia,ET,2021-12-14,v04,en,9.34433073,42.14862575
Jinela,ET130103,Harari,ET1301,Harari,ET13,Ethiopia,ET,2021-12-14,v04,en,9.29692206,42.0887592
Hakim,ET130104,Harari,ET1301,Harari,ET13,Ethiopia,ET,2021-12-14,v04,en,9.25647977,42.09262895
Erer (HR),ET130105,Harari,ET1301,Harari,ET13,Ethiopia,ET,2021-12-14,v04,en,9.32814498,42.22456061
Dire Teyara,ET130106,Harari,ET1301,Harari,ET13,Ethiopia,ET,2021-12-14,v04,en,9.36964139,42.12640733
Amir Nur,ET130107,Harari,ET1301,Harari,ET13,Ethiopia,ET,2021-12-14,v04,en,9.30816835,42.17588036
Aboker,ET130108,Harari,ET1301,Harari,ET13,Ethiopia,ET,2021-12-14,v04,en,9.33615967,42.11304369
Abadir,ET130109,Harari,ET1301,Harari,ET13,Ethiopia,ET,2021-12-14,v04,en,9.31044091,42.12274774
Akaki Kality Sub City,ET140101,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2021-12-14,v04,en,8.89683385,38.80396648
Nifas Silk Lafto Sub City,ET140102,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2021-12-14,v04,en,8.9474474,38.73057327
Kolfe Keraniyo Sub City,ET140103,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2021-12-14,v04,en,8.99320393,38.68520679
Bole Sub City,ET140104,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2021-12-14,v04,en,8.97442248,38.80928465
Lideta Sub City,ET140105,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2021-12-14,v04,en,9.00244792,38.7314648
Kirkos Sub City,ET140106,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2021-12-14,v04,en,9.00003726,38.75936491
Yeka Sub City,ET140107,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2021-12-14,v04,en,9.04889932,38.80959272
Addis Ketema Sub City,ET140108,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2021-12-14,v04,en,9.04151172,38.7063225
Arada Sub City,ET140109,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2021-12-14,v04,en,9.03532457,38.75594906
Gulele Sub City,ET140110,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2021-12-14,v04,en,9.07069003,38.73916603
Lemi Kura Sub City,ET140111,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2021-12-14,v04,en,9.00484605,38.87012639
Sabian,ET150103,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,2021-12-14,v04,en,9.62689933,41.83489196
Malka Jabti /M.Jebdu,ET150104,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,2021-12-14,v04,en,9.62890844,41.79517058
Legehare,ET150105,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,2021-12-14,v04,en,9.6048549,41.87728406
Addis Ketema (DD),ET150109,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,2021-12-14,v04,en,9.58885971,41.86039476
Gende Kore,ET150110,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,2021-12-14,v04,en,9.60010478,41.8551493
Dechatu,ET150111,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,2021-12-14,v04,en,9.60077532,41.8769261
Hafat Issa,ET150112,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,2021-12-14,v04,en,9.60491312,41.86928062
Kazira,ET150113,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,2021-12-14,v04,en,9.63614469,41.85463254
Police Maret,ET150114,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,2021-12-14,v04,en,9.63911536,41.86774982
Aseliso,ET150201,Dire Dawa rural,ET1502,Dire Dawa,ET15,Ethiopia,ET,2021-12-14,v04,en,9.57158504,41.78341762
Jeldessa,ET150206,Dire Dawa rural,ET1502,Dire Dawa,ET15,Ethiopia,ET,2021-12-14,v04,en,9.69035425,42.18722169
Wahil,ET150207,Dire Dawa rural,ET1502,Dire Dawa,ET15,Ethiopia,ET,2021-12-14,v04,en,9.52036957,41.86130551
Biyoawale,ET150208,Dire Dawa rural,ET1502,Dire Dawa,ET15,Ethiopia,ET,2021-12-14,v04,en,9.57575733,41.99968285
Hawassa town,ET160101,Hawassa town Admin,ET1601,Sidama,ET16,Ethiopia,ET,2021-12-14,v04,en,7.01080498,38.50115676
Wondo-Genet town,ET160201,Northern,ET1602,Sidama,ET16,Ethiopia,ET,2021-12-14,v04,en,7.04619733,38.6133395
Wondo-Genet,ET160202,Northern,ET1602,Sidama,ET16,Ethiopia,ET,2021-12-14,v04,en,7.03570545,38.60293835
Malga,ET160203,Northern,ET1602,Sidama,ET16,Ethiopia,ET,2021-12-14,v04,en,6.93378753,38.64267982
Gorche,ET160204,Northern,ET1602,Sidama,ET16,Ethiopia,ET,2021-12-14,v04,en,6.83772682,38.60392793
Hawela,ET160205,Northern,ET1602,Sidama,ET16,Ethiopia,ET,2021-12-14,v04,en,6.91978579,38.48307819
Leku town,ET160206,Northern,ET1602,Sidama,ET16,Ethiopia,ET,2021-12-14,v04,en,6.87345762,38.44430704
Shebe Dino,ET160207,Northern,ET1602,Sidama,ET16,Ethiopia,ET,2021-12-14,v04,en,6.86033034,38.45188675
Boricha,ET160208,Northern,ET1602,Sidama,ET16,Ethiopia,ET,2021-12-14,v04,en,6.91915227,38.33805864
Bilate Zuria,ET160209,Northern,ET1602,Sidama,ET16,Ethiopia,ET,2021-12-14,v04,en,6.93878965,38.20901508
Hawassa Zuria,ET160210,Northern,ET1602,Sidama,ET16,Ethiopia,ET,2021-12-14,v04,en,7.05295214,38.34476807
Arbegona,ET160301,Central,ET1603,Sidama,ET16,Ethiopia,ET,2021-12-14,v04,en,6.67119793,38.72892096
